generos_id,ID,Titulo,Lenguaje_Original,Titulo_Original,Resumen,Popularidad,fecha_realizada,Promedio_voto,Conteo_votos,Critica
10749,398818,Call Me by Your Name,en,Call Me by Your Name,"Elio Perlman (Timothée Chalamet), un joven de 17 años, pasa el cálido y soleado verano de 1983 en la casa de campo de sus padres en el norte de Italia. Se pasa el tiempo holgazaneando, escuchando música, leyendo libros y nadando hasta que un día el nuevo ayudante americano de su padre llega a la gran villa. Oliver (Armie Hammer) es encantador y, como Elio, tiene raíces judías; también es joven, seguro de sí mismo y atractivo. Al principio Elio se muestra algo frío y distante hacia el joven, pero pronto ambos empiezan a salir juntos de excursión y, conforme el verano avanza, la atracción mutua de la pareja se hace más intensa.",11.6067,2017-10-01,8.091,12737,Muy buena pelicula
878,38,¡Olvídate de mí!,en,Eternal Sunshine of the Spotless Mind,"Una mujer usa los servicios de una empresa para borrar de su memoria todo recuerdo de su ex pareja. Ofendido, el hombre intenta hacer lo mismo que ella, pero el proceso no sucede según lo esperado y el protagonista debe atravesar la gigantesca marea de recuerdos de su propio cerebro para recomponer las cosas.",14.2561,2004-03-19,8.091,16315,Muy buena pelicula
18,843,Deseando amar,cn,花樣年華,"Hong Kong, 1962. Chow, redactor jefe de un diario local, se muda con su mujer a un edificio habitado principalmente por gentes de Shanghai. Allí conoce a Li-zhen, una joven que acaba de instalarse en el mismo edificio con su esposo. Ella es secretaria de una empresa de exportación y su marido está continuamente de viaje de negocios. Como la mujer de Chow también está casi siempre fuera de casa, Li-zhen y Chow pasan cada vez más tiempo juntos y se hacen muy amigos. Un día, ambos descubrirán que sus respectivos cónyuges los están traicionando.",9.3962,2000-09-29,8.091,3245,Muy buena pelicula
28,791373,La liga de la justicia de Zack Snyder,en,Zack Snyder's Justice League,"Con la determinación de asegurar que el sacrificio definitivo de Superman no fue en vano, Bruce Wayne une fuerzas con Diana Prince para reclutar a un equipo de metahumanos que protejan el mundo de una amenaza inminente de proporciones catastróficas. La tarea es más difícil de lo que Bruce imaginaba, ya que cada uno de los reclutas deberá enfrentarse a sus propios demonios para trascender aquello que los detenía, para unirse y formar de manera definitiva una liga de héroes sin precedentes. Ahora unidos, Batman, Wonder Woman, Aquaman, Cyborg y Flash deberán salvar al planeta de la amenaza de Steppenwolf, DeSaad y Darkseid, antes de que sea demasiado tarde.",14.6265,2021-03-18,8.089,10799,Muy buena pelicula
16,755812,Mundo Prodigiosa: Las aventuras de Ladybug en Nueva York,fr,"Miraculous World : New York, les héros unis","Ladybug al lado de sus amigos, son enviados a la universidad de Nueva York con una finalidad, celebrar la Semana de la Amistad Franco-Americana, pero no cuentan con que se toparán con superhéroes estadounidenses que les cambiarán la estadía.",3.0673,2020-09-25,8.089,1125,Muy buena pelicula
12,823219,"Flow, un mundo que salvar",lv,Straume,"En un mundo al borde del colapso, un gato solitario pierde su hogar por una inundación y encuentra refugio en un barco con otras especies. Juntos, deberán superar diferencias y desafíos mientras navegan por un misterioso paisaje sumergido.",15.9162,2024-08-29,8.088,2803,Muy buena pelicula
35,24382,Rufufú,it,I soliti ignoti,"Un grupo de ladronzuelos, aconsejados por un ladrón ya retirado, decide preparar un gran robo en las oficinas romanas del Monte de Piedad, con la esperanza de que les saque de la miseria en la que viven. Uno de los grandes éxitos de la ""comedia a la italiana"", con espléndido reparto.",1.4366,1958-07-26,8.087,778,Muy buena pelicula
18,406,El odio,fr,La Haine,"Tras una caótica noche de disturbios en un suburbio marginal de París, tres jóvenes amigos, Vinz, Hubert y Saïd, deambulan desocupados esperando noticias sobre el estado de salud de un amigo común que ha resultado gravemente herido al enfrentarse a la policía.",6.6189,1995-05-31,8.086,4539,Muy buena pelicula
18,19,Metrópolis,de,Metropolis,"En una megalópolis del año 2000, los obreros están condenados a vivir recluidos en un gueto subterráneo, donde se encuentra el corazón industrial de la ciudad. Sin embargo, incitados por un robot, se rebelan contra la clase dominante y amenazan con destruir la ciudad exterior. Freder (Gustav Frölich), el hijo del soberano de Metrópolis, y María, una muchacha de origen humilde, intentarán evitar la destrucción apelando a los sentimientos y al amor.",5.4259,1927-01-10,8.086,3086,Muy buena pelicula
80,470044,El odio que das,en,The Hate U Give,"Starr Carter oscila constantemente entre dos mundos: el barrio pobre, en su mayoría afroamericano, donde vive, y la escuela preparatoria rica, en su mayoría blanca, a la que asiste. Este equilibrio incómodo entre esos mundos se hace añicos cuando Starr es testigo de la muerte de su amigo de la infancia, Khalil, a manos de un oficial de policía. Ante las presiones de la comunidad, Starr deberá encontrar su voz y defender lo que cree que es correcto.",3.8165,2018-10-19,8.1,2221,Muy buena pelicula
18,387,El submarino (Das Boot),de,Das Boot,"Un submarino alemán de la Segunda Guerra Mundial es el escenario en el que un grupo de jóvenes soldados, dispuesto a defender su patria, tendrá que someterse a una dura convivencia, tras descubrir que han sido enviados a realizar una misión probablemente suicida.",7.2294,1981-09-17,8.082,2508,Muy buena pelicula
18,610892,Violet Evergarden: La eternidad y la muñeca de recuerdos automáticos,ja,ヴァイオレット・エヴァーガーデン 外伝 - 永遠と自動手記人形 -,"Isabella es una chicca de la nobleza, que vive ""recluida"" por las estrictas reglas de su padre, hasta que recupera la esperanza al conocer a cierta persona… una chica llamada Violet Evergarden, una veterana de la guerra, que encontró un peculiar trabajo como escritora de cartas en los cuales tiene el reto de entender a los demás y escribir los sentimientos de sus clientes.",3.7859,2019-09-06,8.081,457,Muy buena pelicula
18,411088,Contratiempo,es,Contratiempo,"Barcelona, España. Adrián Doria, un joven y exitoso empresario acusado de homicidio, se reúne una noche con Virginia Goodman, una abogada experta en interrogatorios, con el propósito de urdir una estrategia de defensa.",11.2797,2017-01-06,8.08,4970,Muy buena pelicula
12,12445,Harry Potter y las Reliquias de la Muerte - Parte 2,en,Harry Potter and the Deathly Hallows: Part 2,La segunda parte de la batalla final entre las fuerzas del bien y el mal. El juego nunca ha sido tan peligroso y nadie está a salvo. Se acerca el momento de la confrontación final entre Harry Potter y Lord Voldemort. Todo termina aquí…,19.7118,2011-07-12,8.079,21945,Muy buena pelicula
18,11878,Yojimbo (El mercenario),ja,用心棒,"En el siglo XIX, en un Japón todavía feudal, un samurái llega a un poblado, donde dos bandas de mercenarios luchan entre sí por el control del territorio. Muy pronto el recién llegado da muestras de ser un guerrero invencible, por lo que los jefes de las dos bandas intentan contratar sus servicios.",4.1131,1961-04-25,8.079,1683,Muy buena pelicula
18,614,Fresas salvajes,sv,Smultronstället,"El profesor Borg, un eminente físico, debe ir a Estocolmo para recibir un homenaje de su universidad. Sobrecogido, tras un sueño en el que contempla su propio cadáver, decide emprender el viaje en coche con su nuera, que acaba de abandonar su casa, tras una discusión con su marido, que se niega a tener hijos. Durante el viaje se detiene en la casa donde pasaba las vacaciones cuando era niño, un lugar donde crecen las fresas salvajes y donde vivió su primer amor.",3.2574,1957-08-28,8.079,1800,Muy buena pelicula
35,239,Con faldas y a lo loco,en,Some Like It Hot,"Época de la Ley Seca (1920-1933). Joe y Jerry son dos músicos del montón que se ven obligados a huir después de ser testigos de un ajuste de cuentas entre dos bandas rivales. Como no encuentran trabajo y la mafia los persigue, deciden vestirse de mujeres y tocar en una orquesta femenina. Joe para conquistar a Sugar Kane, la cantante del grupo, finge ser un magnate impotente; mientras tanto, Jerry es cortejado por un millonario que quiere casarse con él.",5.1383,1959-03-19,8.1,3867,Muy buena pelicula
18,1026227,Siempre nos quedará mañana,it,C'è ancora domani,"Es primavera y toda la familia está alborotada por el inminente compromiso de la querida hija mayor, Marcella, quien, por su parte, sólo espera casarse rápidamente con un simpático chico de clase media, Giulio, y librarse por fin de esa incómoda familia.",3.6524,2023-10-26,8.078,1517,Muy buena pelicula
35,55823,La gran guerra,it,La grande guerra,"Italia, 1916 (Primera Guerra Mundial). La lucha en las trincheras es una auténtica carnicería. En un regimiento italiano, los soldados Oreste y Giovanni son dos cobardes, cuya amistad se basa, sobre todo, en la búsqueda de la supervivencia. Pero, de repente, van a convertirse en un ejemplo de heroísmo.",1.2687,1959-10-28,8.078,370,Muy buena pelicula
18,705,Eva al desnudo,en,All About Eve,"Una joven que aspira a convertirse en actriz y triunfar en los escenarios se las ingenia para introducirse en un grupo de actores de teatro y hacerse amiga y confidente de una famosa y veterana actriz. El deseo de actuar y los celos la consumen hasta el punto de traicionar a sus compañeros en su escalada hacia el éxito. Ella halaga, atrae, seduce, pero también pisotea a todo el que se cruza en su camino: escritores, directores, productores. Sólo un inteligente crítico teatral adivina lo que se esconde tras su dulce apariencia, sólo él es capaz de ver a Eva al desnudo.",3.4069,1950-11-09,8.078,1692,Muy buena pelicula
18,7345,Pozos de ambición,en,There Will Be Blood,"Texas, principios del siglo XX. Una historia sobre la familia, la avaricia y la religión. Daniel Plainview (Daniel Day-Lewis) se traslada a una miserable ciudad con el propósito de hacer fortuna, pero, a medida que se va enriqueciendo, sus principios y valores desaparecen y acaba dominado por la ambición. Tras encontrar un rico yacimiento de petróleo en 1902, se convierte en un acaudalado magnate. Cuando, años después, intenta apoderarse de un nuevo yacimiento, tiene que enfrentarse al predicador Eli Sunday (Paul Dano). Adaptación de la novela de Upton Sinclair ""Petróleo"", escrita en 1927.",9.5823,2007-12-26,8.077,7424,Muy buena pelicula
35,20334,El bazar de las sorpresas,en,The Shop Around the Corner,"Alfred Kralik es el tímido jefe de vendedores de Matuschek y Compañía, una tienda de Budapest. Todas las mañanas, los empleados esperan juntos la llegada de su jefe, Hugo Matuschek. A pesar de su timidez, Alfred responde al anuncio de un periódico y mantiene un romance por carta. Su jefe decide contratar a una tal Klara Novak en contra de la opinión de Alfred. En el trabajo, Alfred discute constantemente con ella, sin sospechar que es su corresponsal secreta.",2.6398,1940-01-12,8.076,834,Muy buena pelicula
12,1327819,Hoppers,en,Hoppers,"Una amante de los animales aprovecha la oportunidad de utilizar una tecnología que coloca su conciencia en un castor robótico, descubriendo misterios dentro del mundo animal que van más allá de lo que podría haber imaginado.",133.6249,2026-03-04,8.071,1139,Muy buena pelicula
16,831827,Lejos del árbol,en,Far from the Tree,"En una playa idílica en el noroeste del Pacífico, la curiosidad se apodera de un mapache joven cuyo padre frustrado intenta mantenerlos a ambos a salvo.",1.4591,2021-11-24,8.1,388,Muy buena pelicula
16,795607,La serpiente verde,zh,白蛇2：青蛇劫起,"Mientras intenta liberar a su hermana de las garras de Fahai, Xiao Qing acaba en una ciudad distópica y conoce a un misterioso hombre que no recuerda su pasado.",4.1991,2021-07-23,8.073,365,Muy buena pelicula
27,1091,La cosa (El enigma de otro mundo),en,The Thing,"En una estación experimental de la Antártida, un equipo de investigadores descubre a un ente extraño venido del espacio, que según todos los indicios ha permanecido enterrado en la nieve durante más de 100.000 años. Al descongelarse, experimenta una metamorfosis sorprendente...",13.1014,1982-06-25,8.071,7902,Muy buena pelicula
16,1244492,Look Back,ja,ルックバック,"Fujino, una chica popular y extrovertida, es aclamada por sus compañeros de clase por sus cómics divertidos en el periódico de la clase. Un día, su profesora le pide que comparta el espacio con Kyomoto, un recluso que se ausenta de la escuela y cuyas hermosas obras de arte despiertan en ella un fervor competitivo. Lo que comienza como celos se transforma cuando Fujino se da cuenta de su pasión compartida por el dibujo.",7.3582,2024-06-28,8.068,538,Muy buena pelicula
18,282848,Doctor Who: El tiempo del Doctor,en,Doctor Who: The Time of the Doctor,"Orbitando un pequeño y pacífico planeta, los ejércitos de las especies más letales del universo se reúnen, atraídas por un misterioso mensaje que se repite por las estrellas. Y entre ellos, está el Doctor. Rescatando a Clara de una cena navideña en familia, el Señor del Tiempo y su mejor amiga descubren lo que esta enigmática señal significa para su propio destino y para el resto del universo.",1.1289,2013-12-25,8.067,312,Muy buena pelicula
18,133919,Secretos de un matrimonio,sv,Scener ur ett äktenskap,"El matrimonio formado por Johan, profesor de psicología, y Marianne, abogada, recibe una noche en su casa la visita de sus amigos Peter y Katerina. Al poco tiempo, los invitados empiezan una fuerte discusión en la que los anfitriones intentan mediar sin éxito alguno. Cuando se quedan solos, Johan y Marianne empiezan a hablar de su matrimonio y de sus problemas.",1.5933,1974-09-15,8.066,402,Muy buena pelicula
18,31439,¡Vivir!,zh,活着,"Después de verse obligado a abandonar su casa y su familia por deudas de juego, un hombre rehace su vida como titiritero hasta que se ve envuelto en la revolución maoísta. Cuando consigue volver con su mujer y sus hijos, ya nada es como antes.",8.1705,1994-05-18,8.066,377,Muy buena pelicula
18,20532,El intendente Sansho,ja,山椒大夫,"A finales de la Era Heian en el siglo XII, el gobernador de un pueblo es enviado al exilio. A pesar de que su familia quiere ir con él, ninguno podrá acompañarle, pues, engañados por una vieja que se hace pasar por sacerdotisa, son vendidos como esclavos por separado: la madre por un lado y los hijos por otro.",2.1039,1954-03-31,8.065,423,Muy buena pelicula
16,663558,Nezha: El renacer de un dios,zh,新神榜：哪吒重生,"La historia tiene lugar tres mil años después de ""Nezha nao hai"". Nezha nace de nuevo ¿Qué desafíos enfrentará en esta vida? Un nuevo superhéroe está naciendo en silencio...",4.8791,2021-02-06,8.063,512,Muy buena pelicula
28,414419,Kill Bill: The Whole Bloody Affair,en,Kill Bill: The Whole Bloody Affair,"Kill Bill es una película de acción y suspense de dos partes estrenada en 2003 y 2004 respectivamente, que fue escrita y dirigida por Quentin Tarantino. Kill Bill originalmente fue propuesta para tener un lanzamiento único en los cines, pero con una duración de más de cuatro horas, fue separada en dos volúmenes: Kill Bill: Volumen 1, lanzada a finales de 2003, y Kill Bill: Volumen 2, lanzada a inicios de 2004. Las dos películas fueron bien recibidas por la crítica, muchos notando su estilo de dirección y su homenaje a géneros cinematográficos como las películas de artes marciales hongkonesa, las películas de samuráis, spaghetti western, chicas con armas, violación y venganza. En 2011, las dos películas fueron unidas y, junto a una secuencia animada extensa, fueron estrenadas bajo título de Kill Bill: The Whole Bloody Affair en el New Beverly Cinema, en Los Ángeles, California.",10.325,2011-03-27,8.1,1234,Muy buena pelicula
14,8392,Mi vecino Totoro,ja,となりのトトロ,"Dos chicas jóvenes, Mei y Satsuki, se mudan a una nueva casa cerca del hospital en el que se encuentra su madre. En el patio junto a la casa, existe un gran árbol que es el hogar de tres Totoros, dioses de la selva. Poco después, reciben noticias desde el hospital de que su madre no puede venir a casa como había prometido, por lo que Mei (la más joven) se escapa para ir a visitarla. Satsuki tiene que recurrir a un Totoro para ayudar a encontrarla.",12.4903,1988-04-16,8.061,8789,Muy buena pelicula
18,832,"M, el vampiro de Düsseldorf",de,M - Eine Stadt sucht einen Mörder,"Un asesino de niñas tiene atemorizada a toda la ciudad. La policía lo busca frenética y desesperadamente, deteniendo a cualquier persona mínimamente sospechosa. Por su parte, los jefes del hampa, furiosos por las redadas que están sufriendo por culpa del asesino, deciden buscarlo ellos mismos.",3.7437,1931-05-11,8.06,2459,Muy buena pelicula
18,21634,Oraciones para Bobby,en,Prayers for Bobby,"Bobby Griffith (Ryan Kelley), un chico adolescente gay, se suicida a causa de la intolerancia religiosa de su madre (Sigourney Weaver), una devota cristiana. Después de este trágico hecho, su madre se replanteará su escala de valores y su posición ante la homosexualidad... Basada en un suceso real ocurrido en los años setenta detallado en el libro homónimo de Leroy Aarons.",2.0387,2009-01-24,8.058,627,Muy buena pelicula
80,11423,Memories of Murder (Crónica de un asesino en serie),ko,살인의 추억,"Corea del Sur, 1986. Una joven aparece brutalmente violada y asesinada. Dos meses después, se producen una serie de violaciones y asesinatos en circunstancias similares. Para buscar al asesino, se organiza un destacamento especial, encabezado por un detective de la policía local (Park Doo-man) y un detective de la policía de Seúl (Seo Tae-yoon), que ha solicitado ser asignado al caso.",9.7413,2003-04-25,8.058,4569,Muy buena pelicula
18,7347,Tropa de élite,pt,Tropa de Elite,"Inspirada en hechos reales del Batallón de Operaciones Policiales Especiales (BOPE). En 1997, el capitán Nascimento tiene que encontrara su sucesor,  entre tanto continúa intentando limpiar las calles de Río de narcos y criminales antes de la llegada del Papa.",5.4958,2007-10-05,8.058,2707,Muy buena pelicula
80,359940,Tres anuncios en las afueras,en,"Three Billboards Outside Ebbing, Missouri","Mildred Hayes, una mujer de 50 años cuya hija adolescente ha sido violada y asesinada, decide iniciar por su cuenta una guerra contra la policía de su pueblo, Ebbing, al considerar que no hacen lo suficiente para resolver el caso y que se haga justicia. Su primer paso será contratar unas vallas publicitarias denunciando la situación y señalando al jefe de policía, William Willoughby, como responsable principal de la pasividad policial.",6.5331,2017-12-01,8.057,10885,Muy buena pelicula
10751,522518,Tu mejor amigo: Un nuevo viaje,en,A Dog's Journey,"Narra la historia de Bailey, un perro leal que encuentra el significado de su propia existencia a través de la vida de los humanos a los que les enseña a reír y amar.",4.4556,2019-05-03,8.054,1616,Muy buena pelicula
18,4348,Orgullo y prejuicio,en,Pride & Prejudice,"Las cinco hermanas Bennet han sido criadas por una madre obsesionada por encontrarles marido. Pero una de ellas, Lizzie, inteligente y con carácter, desea una vida con perspectivas más abiertas, un anhelo respaldado por su padre. Cuando el señor Bingley, un soltero rico, y su círculo de sofisticados amigos se instalan en una mansión vecina para pasar el verano, las Bennett se entusiasman con la posibilidad de encontrar pretendientes. En el baile de bienvenida, Lizzie conoce al apuesto y elegante señor Darcy, pero, a primera vista, le parece demasiado orgulloso y arrogante.",14.6238,2005-09-16,8.052,8751,Muy buena pelicula
878,62,2001: Una odisea del espacio,en,2001: A Space Odyssey,"Mientras investigan la aparición de misteriosos monolitos en el universo, dos astronautas luchan contra la inteligencia artificial de su nave.",14.6753,1968-04-02,8.051,12563,Muy buena pelicula
10751,640344,Me contro Te: Il film - La vendetta del Signor S,it,Me contro Te: Il film - La vendetta del Signor S,"Una joven pareja que hace videos populares de YouTube para niños se propone ganar un premio, pero una mente maestra malvada se interpone en el camino de su éxito.",0.7413,2020-01-17,8.1,471,Muy buena pelicula
18,42229,Una jornada particular,it,Una giornata particolare,"El 6 de mayo de 1938, Hitler visita Roma. Es un día de fiesta para la Italia fascista, que se vuelca en el recibimiento. En una casa de vecinos sólo quedan la portera, un ama de casa, Antonietta, y Gabriele, que teme a la policía por algún motivo desconocido. Al margen de la celebración política, Antonietta y Gabriele establecen una relación afectiva muy especial que les permite evadirse durante unas horas de la tristeza y monotonía de la vida cotidiana.",2.2212,1977-08-11,8.048,764,Muy buena pelicula
18,2457,Los niños del paraíso,fr,Les Enfants du Paradis,"París, 1820. Dos jóvenes artistas, Baptiste Debureau y Frédéric Lemâitre, debutan en el teatro de los Funámbulos y entablan amistad. Un día, Garance, una misteriosa y atractiva mujer, irrumpe en sus vidas. Mientras que el tímido Baptiste no se atreve a declararle su amor, Frédéric la convierte en su amante. Sin embargo, al estar implicada en una serie de crímenes, la mujer desaparece.",1.888,1945-03-15,8.0,459,Muy buena pelicula
18,1955,El hombre elefante,en,The Elephant Man,"A finales del siglo XIX, el doctor Frederick Treves descubre en un circo a un hombre llamado John Merrick. Se trata de un ciudadano británico con la cabeza monstruosamente deformada, que vive en una situación de constante humillación y sufrimiento al ser exhibido diariamente como una atracción de feria.",5.5299,1980-10-09,8.048,3919,Muy buena pelicula
